NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
81861,"Baby Kithmas and Kids Kithmas Plaid Lounge Sets recalled due to flammability hazard ",https://recalls-rappels.canada.ca/en/alert-recall/baby-kithmas-and-kids-kithmas-plaid-lounge-sets-recalled-due-flammability-hazard,"Consumer product safety","Baby Kithmas and Kids Kithmas Plaid Lounge Sets","Flammability hazard","Consumers should immediately stop using the recalled Baby and Kids Kithmas Plaid Lounge Sets and provide Kith with images of product destroyed in exchange for full refund through a gift card.For more information, consumers can contact Kith Canada by email at recalls@kithnyc.com. They may also go to www.kith.com and look for the hyperlink at the bottom of the page for the recall or go directly to the recall page at www.kith.com/pages/recall.Joint recall with Health Canada, the United States Consumer Product Safety Commission (US CPSC) and Kith Canada.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Clothing,,2026-06-25,0
81901,"Amana Through-the-Wall Air Conditioners or Heat Pumps recalled due to burn and fire hazard",https://recalls-rappels.canada.ca/en/alert-recall/amana-through-wall-air-conditioners-or-heat-pumps-recalled-due-burn-and-fire-hazard,"Consumer product safety","Amana Through-the-Wall Air Conditioners or Heat Pumps","Burn hazard - Fire hazard","Consumers should immediately stop using the recalled Amana Through-the-Wall Air Conditioners or Heat Pumps and contact Daikin Comfort Technologies for instructions to immediately shut down and unplug the product. Consumers will be instructed to cut the product’s cord and submit a photo of the cut cord, in front of the unit’s serial plate, in exchange for a full refund.For more information, consumers can contact&nbsp;Daikin Comfort Technologies&nbsp;by telephone&nbsp;toll-free at 855-812-8989 between 8:00 a.m. and 5:00 p.m. CT.&nbsp;Joint recall with Health Canada, the United States&nbsp;Consumer Product Safety Commission (US CPSC)&nbsp;and&nbsp;Daikin Comfort Technologies.Please note that the&nbsp;Canada Consumer Product Safety Act&nbsp;prohibits recalled products from being redistributed,&nbsp;sold&nbsp;or even given away in Canada.&nbsp;Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the&nbsp;Consumer Product Incident Report Form.&nbsp;This recall is also posted on the&nbsp;OECD Global Portal on Product Recalls website.&nbsp;You can visit this site for more information on other international consumer product recalls.&nbsp;","Specialized products",,2026-06-25,0
82213,"Super Off-Road 12,000 mAh Solar Wireless Power Bank recalled due to fire hazard  ",https://recalls-rappels.canada.ca/en/alert-recall/super-road-12000-mah-solar-wireless-power-bank-recalled-due-fire-hazard,"Consumer product safety","Super Off-Road 12,000 mAh Solar Wireless Power Bank","Fire hazard","Consumers should immediately stop using the recalled product and visit the Spector and Co. website to register for a refund and receive disposal instructions.For more information, consumers can contact Spector and Co. by email at&nbsp; recall@spectorandco.com or visit the company website.Joint recall with Health Canada, the United States Consumer Product Safety Commission (US CPSC) and Spector and Co.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Electronics,,2026-06-25,0
82251,"Spiriva Capsules ; Out-of-specification (uniformity of delivered dose)",https://recalls-rappels.canada.ca/en/alert-recall/spiriva-capsules-out-specification-uniformity-delivered-dose,"Drugs and health products","Spiriva 18mcg capsule","Product quality","Verify if your product is affected.Consult your healthcare provider prior to discontinuing use of the affected product(s), or for any health concerns.Contact the recalling firm if you have any questions about the recall.Report any health product&nbsp;related&nbsp;side effects&nbsp;to Health Canada.Report any other health product safety&nbsp;complaints&nbsp;to&nbsp;Health Canada.",Drugs,"Type III",2026-06-25,0
82243,"Izem Energy brand “Boisson énergisante gazeuse” recalled due to labelling issues",https://recalls-rappels.canada.ca/en/alert-recall/izem-energy-brand-boisson-energisante-gazeuse-recalled-due-labelling-issues,CFIA,"“Boisson énergisante gazeuse”","Labelling and packaging",,Non-alcoholic,"Class 2",2026-06-24,0
82246,"Argon Medical Devices L-Cath™ PICC and Midline Catheters",https://recalls-rappels.canada.ca/en/alert-recall/argon-medical-devices-cathtm-picc-and-midline-catheters,"Medical devices","Argon Medical Devices L-Cath™ PICC and Midline Catheters",Performance,,"General hospital and personal use","Type II",2026-06-24,0
82247,"UHI-4 High Flow Insufflation System - Insufflator",https://recalls-rappels.canada.ca/en/alert-recall/uhi-4-high-flow-insufflation-system-insufflator-0,"Medical devices","UHI-4 High Flow Insufflation System - Insufflator",Performance,,"General and plastic surgery","Type II",2026-06-24,0
82248,"Infinion™ CX Contact Lead Kit",https://recalls-rappels.canada.ca/en/alert-recall/infiniontm-cx-contact-lead-kit,"Medical devices","Infinion™ CX Contact Lead Kit",Performance,,Neurology,"Type II",2026-06-24,0
82242,"Hoffmann® II Carbon Connecting Rod",https://recalls-rappels.canada.ca/en/alert-recall/hoffmannr-ii-carbon-connecting-rod,"Medical devices","Hoffmann® II Carbon Connecting Rod",Performance,,Orthopaedics,"Type II",2026-06-23,0
82244,"A.T.S® 4000 TS Tourniquet Systems Single and Dual Hose with CPC Connectors",https://recalls-rappels.canada.ca/en/alert-recall/atsr-4000-ts-tourniquet-systems-single-and-dual-hose-cpc-connectors,"Medical devices","A.T.S® 4000 TS Tourniquet Systems Single and Dual Hose with CPC Connectors",Sterility,,"General and plastic surgery","Type II",2026-06-23,0
82245,"Optima XR240amx X-Ray System",https://recalls-rappels.canada.ca/en/alert-recall/optima-xr240amx-x-ray-system,"Medical devices","Optima XR240amx X-Ray System",Performance,,Radiology,"Type II",2026-06-23,0
82226,"Importation of Chinese-Authorized Ifosfamide for Injection due to the Current Shortage of Canadian-Authorized IFEX (Ifosfamide for Injection)",https://recalls-rappels.canada.ca/en/alert-recall/importation-chinese-authorized-ifosfamide-injection-due-current-shortage-canadian,"Marketed health products","Ifosfamide for Injection, 1 g per vial","Product safety - Supply - Labelling","See Key Messages above",Drugs,,2026-06-22,0
82229,"Portable Hook-On Chair recalled due to fall hazard",https://recalls-rappels.canada.ca/en/alert-recall/portable-hook-chair-recalled-due-fall-hazard,"Consumer product safety","Portable Hook-On Chair","Fall hazard","Consumers should immediately stop using the recalled product&nbsp;and contact PandaEar to receive a full refund.&nbsp;Consumers will be asked to disassemble the product, cut the restraint straps and fabric seat, and email PandaEar at&nbsp;pandaear_recall@outlook.com with photographs clearly showing the destroyed product and model label.For more information, consumers can contact PandaEar by email at&nbsp;pandaear_recall@outlook.com.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the&nbsp;Consumer Product Incident Report Form.This recall is also posted on the&nbsp;OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.","Household items",,2026-06-22,0
82239,"CyberKnife® Treatment Delivery System",https://recalls-rappels.canada.ca/en/alert-recall/cyberknifer-treatment-delivery-system,"Medical devices","CyberKnife® Treatment Delivery System",Performance,,Radiology,"Type II",2026-06-22,0
82240,"Penumbra System RED 68 Reperfusion Catheter",https://recalls-rappels.canada.ca/en/alert-recall/penumbra-system-red-68-reperfusion-catheter,"Medical devices","Penumbra System RED 68 Reperfusion Catheter",Performance,,Cardiovascular,"Type II",2026-06-22,0
82241,"Gyrus ACMI® Classic Series Continuous Flow Resectoscope",https://recalls-rappels.canada.ca/en/alert-recall/gyrus-acmir-classic-series-continuous-flow-resectoscope,"Medical devices","Gyrus ACMI® Classic Series Continuous Flow Resectoscope",Sterility,,"General and plastic surgery","Type II",2026-06-22,0
82146,"Transport Canada Recall - 2026238 - HYUNDAI",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026238-hyundai,TC,"Light Truck & Van recalled by HYUNDAI",Other,,"Light Truck & Van - SUV",,2026-06-19,0
82221,"FARADRIVE™ Steerable Sheath",https://recalls-rappels.canada.ca/en/alert-recall/faradrivetm-steerable-sheath,"Medical devices","FARADRIVE™ Steerable Sheath","Labelling and packaging",,Cardiovascular,"Type II",2026-06-19,0
82228,"BD MaxPlus ™ Connector Minibore Extension Set",https://recalls-rappels.canada.ca/en/alert-recall/bd-maxplus-tm-connector-minibore-extension-set,"Medical devices","BD MaxPlus ™ Connector Minibore Extension Set",Sterility,,Dental,"Type I",2026-06-19,0
82236,"Wu Xian Zhai brand Soybean Snacks recalled due to undeclared wheat and / or egg",https://recalls-rappels.canada.ca/en/alert-recall/wu-xian-zhai-brand-soybean-snacks-recalled-due-undeclared-wheat-and-or-egg,CFIA,"Soybean Snacks","Egg - Wheat - Gluten","Check to see if you have recalled productsDo not consume recalled products to which you are allergic or sensitive as they may cause a serious or life-threatening reactionIf you have celiac disease or other gluten-related disorders, do not consume the recalled product(s) as it/they may cause a serious or life-threatening reactionDo not serve, use, sell or distribute recalled productsRecalled products should be thrown out or returned to the location where they were purchasedLearn more:Learn more about common food allergiesSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners","Class 1",2026-06-19,0
82237,"Transport Canada Recall - 2026279 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026279-ford,TC,"SUV recalled by FORD",Other,,SUV,,2026-06-19,0
82238,"Transport Canada Recall - 2026286 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026286-ford,TC,"Light Truck & Van recalled by FORD","Lights And Instruments",,"Light Truck & Van",,2026-06-19,0
82114,"Transport Canada Recall - 2026241 - TOYOTA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2026241-toyota,TC,"Light Truck & Van recalled by TOYOTA",Engine,,"Light Truck & Van - SUV",,2026-06-18,0
